date,BTC_vol_30d,ETH_vol_30d,GOLD_vol_30d,ETF_vol_30d,EM_vol_30d,BOND_vol_30d
2023-10-19,28.37,29.81,14.73,12.22,13.43,21.28
2023-10-20,29.27,30.63,14.73,12.58,13.75,21.34
2023-10-23,41.85,39.04,14.79,12.2,13.1,21.81
2023-10-24,41.78,38.54,14.68,12.47,13.78,22.18
2023-10-25,41.81,38.51,14.67,12.86,14.19,22.84
2023-10-26,42.19,38.47,14.67,12.61,13.97,23.48
2023-10-27,42.41,38.75,14.9,12.51,13.97,23.47
2023-10-30,42.48,38.92,14.98,13.16,14.44,23.32
2023-10-31,42.42,38.92,15.09,13.3,14.44,23.3
2023-11-01,42.46,38.79,15.13,13.67,14.77,24.34
2023-11-02,42.09,38.88,14.95,14.21,14.97,24.41
2023-11-03,42.25,39.07,14.96,14.61,15.75,24.37
2023-11-06,41.83,40.04,15.08,14.61,15.86,23.48
2023-11-07,41.65,40.19,14.91,13.92,15.27,23.88
2023-11-08,41.64,40.21,14.74,13.93,15.43,24.32
2023-11-09,41.77,51.98,14.64,13.95,15.68,25.26
2023-11-10,41.57,52.64,14.68,14.29,15.8,25.32
2023-11-13,42.49,52.84,14.27,14.21,15.72,24.83
2023-11-14,43.61,54.32,14.32,14.79,16.88,24.71
2023-11-15,46.62,55.1,14.38,14.77,16.92,24.86
2023-11-16,48.93,56.85,14.54,14.79,17.26,25.01
2023-11-17,48.85,56.72,14.55,14.48,16.83,24.67
2023-11-20,48.55,55.38,13.81,14.56,17.03,23.87
2023-11-21,50.89,57.14,13.99,14.47,16.77,23.87
2023-11-22,51.17,59.49,14.04,14.44,16.73,23.17
2023-11-24,50.96,58.94,13.99,14.19,16.32,21.94
2023-11-27,51.4,59.89,10.87,14.08,16.33,21.87
2023-11-28,49.18,59.54,11.22,13.91,16.37,21.22
2023-11-29,49.09,59.09,11.22,13.91,16.46,21.04
2023-11-30,49.11,59.0,10.72,13.08,15.7,21.19
2023-12-01,49.31,59.0,11.24,12.74,15.54,20.48
2023-12-04,53.5,61.8,13.09,12.28,15.48,20.61
2023-12-05,45.4,55.99,13.11,12.31,15.64,21.11
2023-12-06,45.46,56.98,13.13,12.3,15.33,21.11
2023-12-07,45.72,58.63,13.09,11.48,14.7,19.82
2023-12-08,45.52,58.69,13.72,10.76,14.68,19.9
2023-12-11,50.3,61.46,13.67,10.55,14.69,19.83
2023-12-12,50.2,61.63,13.58,10.28,14.5,19.67
2023-12-13,50.86,61.87,15.0,10.7,14.48,20.23
2023-12-14,50.68,62.01,15.03,10.57,14.78,20.57
2023-12-15,51.2,62.98,15.29,9.64,14.3,19.92
2023-12-18,51.13,62.95,15.31,9.3,13.2,20.24
2023-12-19,51.33,62.71,15.2,9.38,13.22,19.81
2023-12-20,51.86,62.64,15.25,10.53,14.34,19.59
2023-12-21,51.87,62.7,14.97,10.89,15.07,19.45
2023-12-22,51.47,53.23,14.98,10.58,14.84,17.94
2023-12-26,52.66,54.37,14.59,10.29,14.86,17.93
2023-12-27,52.25,57.16,14.57,10.26,14.89,18.25
2023-12-28,51.88,56.02,14.61,8.58,13.08,17.76
2023-12-29,48.98,55.52,14.59,8.66,12.92,17.37
2024-01-02,50.03,53.49,14.34,9.16,13.09,17.4
2024-01-03,52.45,57.02,14.61,9.55,13.22,17.4
2024-01-04,52.71,56.84,14.59,9.42,12.8,18.18
2024-01-05,50.55,55.13,14.3,9.35,12.65,18.51
2024-01-08,52.0,52.61,14.44,9.85,12.64,18.63
2024-01-09,52.53,52.6,14.38,10.0,13.35,18.34
2024-01-10,52.21,58.75,14.27,9.98,13.31,17.96
2024-01-11,52.3,58.78,13.73,9.99,13.14,17.99
2024-01-12,57.58,60.01,14.03,9.98,13.06,17.75
2024-01-16,57.53,60.21,14.25,10.42,14.87,18.22
2024-01-17,57.33,60.82,13.6,10.55,15.37,17.48
2024-01-18,52.94,57.95,12.37,10.59,15.28,17.67
2024-01-19,50.86,57.71,12.35,10.85,15.51,16.55
2024-01-22,52.81,61.11,12.35,10.8,15.72,16.17
2024-01-23,52.87,59.53,12.4,10.7,15.86,16.24
2024-01-24,52.5,59.53,12.0,10.7,16.13,16.16
2024-01-25,48.94,57.19,11.57,10.71,16.05,16.27
2024-01-26,50.84,57.43,11.57,10.7,16.05,16.25
2024-01-29,50.87,57.27,9.75,10.17,15.8,15.07
2024-01-30,50.92,56.94,9.6,10.08,15.33,13.15
2024-01-31,50.41,56.09,9.21,10.77,15.32,13.52
2024-02-01,50.3,56.13,9.59,11.25,15.61,14.57
2024-02-02,50.23,55.82,9.81,11.14,15.4,15.83
2024-02-05,49.46,55.79,9.82,10.33,14.5,16.62
2024-02-06,49.53,56.3,9.71,9.86,14.99,16.88
2024-02-07,50.22,55.55,9.62,9.93,14.92,16.89
2024-02-08,49.51,54.07,9.32,9.88,14.83,16.89
2024-02-09,50.45,51.29,9.24,9.94,14.78,15.88
2024-02-12,52.55,54.56,9.13,9.94,14.79,15.83
2024-02-13,52.36,54.16,9.88,11.06,15.74,16.32
2024-02-14,50.19,55.55,9.88,11.11,15.98,16.41
2024-02-15,47.71,51.76,9.88,10.93,15.95,16.45
2024-02-16,47.16,51.69,9.95,10.97,15.96,16.0
2024-02-20,47.13,55.16,10.13,11.05,15.96,15.82
2024-02-21,44.02,55.32,9.88,10.6,15.95,15.56
2024-02-22,43.76,55.37,9.88,11.43,15.55,15.61
2024-02-23,43.92,48.3,9.99,11.41,15.52,16.13
2024-02-26,48.46,53.99,10.0,11.46,15.59,16.03
2024-02-27,43.27,52.52,9.57,11.46,15.58,16.13
2024-02-28,49.76,53.28,9.18,11.17,14.28,15.48
2024-02-29,50.31,52.83,8.66,10.81,13.42,15.62
2024-03-01,48.32,52.06,9.93,10.86,13.63,15.47
2024-03-04,53.54,53.67,10.86,10.66,13.45,15.5
2024-03-05,55.41,48.44,10.82,11.05,13.45,15.94
2024-03-06,55.64,49.43,10.96,11.19,13.81,15.81
2024-03-07,55.55,49.03,10.58,11.46,13.59,15.69
2024-03-08,55.18,48.6,10.72,11.62,13.62,15.62
2024-03-11,55.64,49.15,10.68,11.67,13.61,15.61
2024-03-12,55.98,50.58,11.28,11.84,13.87,15.5
2024-03-13,55.48,50.67,11.37,11.83,13.63,15.34
2024-03-14,56.25,51.02,11.49,11.13,13.62,15.64
2024-03-15,57.78,53.54,11.31,10.86,13.64,14.37
2024-03-18,59.01,57.66,10.81,10.86,13.57,13.02
2024-03-19,65.22,66.78,10.62,10.75,13.71,11.72
2024-03-20,69.56,72.76,10.96,10.97,12.54,11.33
2024-03-21,71.04,72.95,10.98,10.92,12.54,11.28
2024-03-22,71.94,74.82,11.35,10.98,12.61,11.52
2024-03-25,75.61,77.07,11.21,10.97,12.58,11.6
2024-03-26,74.46,75.36,11.12,11.0,12.43,11.62
2024-03-27,74.53,75.91,10.05,9.84,10.94,10.76
2024-03-28,74.03,74.95,10.37,9.48,10.28,10.7
2024-04-01,74.37,75.27,10.5,9.36,10.22,11.99
2024-04-02,77.23,78.11,10.97,9.54,10.18,11.98
2024-04-03,77.21,75.39,11.04,9.46,10.18,11.98
2024-04-04,77.49,75.18,11.36,10.03,10.26,11.96
2024-04-05,77.47,75.21,11.91,9.03,9.88,12.58
2024-04-08,78.28,81.2,11.92,9.04,10.03,11.9
2024-04-09,77.17,79.46,11.74,8.98,10.05,12.22
2024-04-10,76.42,79.34,12.35,9.66,10.92,13.6
2024-04-11,71.96,78.55,13.04,9.67,10.22,13.48
2024-04-12,72.81,81.59,14.09,10.71,12.39,13.39
2024-04-15,74.67,82.11,14.07,10.7,12.02,13.83
2024-04-16,69.34,80.19,13.66,10.79,12.59,13.88
2024-04-17,67.58,80.47,14.04,10.6,12.34,13.59
2024-04-18,67.6,77.56,13.97,10.31,11.6,13.4
2024-04-19,67.51,77.32,13.96,9.87,11.46,13.51
2024-04-22,68.66,78.8,16.06,10.34,11.96,13.51
2024-04-23,66.6,77.44,16.12,10.89,12.2,13.52
2024-04-24,67.15,77.51,15.69,10.43,11.78,13.48
2024-04-25,66.75,77.49,15.67,10.45,11.78,13.53
2024-04-26,66.54,77.16,15.54,10.8,12.19,13.11
2024-04-29,66.12,77.12,15.51,10.78,12.34,13.42
2024-04-30,67.23,77.44,16.84,11.56,13.05,13.58
2024-05-01,63.75,71.71,16.93,11.51,12.96,13.77
2024-05-02,56.83,63.16,16.75,11.72,14.6,13.86
2024-05-03,59.26,64.39,16.75,12.17,14.8,14.22
2024-05-06,58.78,63.21,16.66,12.46,14.59,13.95
2024-05-07,51.24,58.71,16.79,12.45,14.73,14.05
2024-05-08,51.41,58.71,16.85,12.44,14.73,14.09
2024-05-09,52.35,58.92,17.26,12.38,14.74,13.82
2024-05-10,52.8,59.53,17.05,12.39,14.72,13.88
2024-05-13,53.9,59.72,17.3,12.37,14.83,12.91
2024-05-14,51.34,57.25,16.97,12.33,14.87,12.95
2024-05-15,56.08,59.54,17.16,12.72,15.11,13.57
2024-05-16,55.11,60.04,17.11,12.33,15.02,13.41
2024-05-17,55.67,62.04,17.06,12.17,15.04,12.92
2024-05-20,56.57,75.39,17.02,12.16,15.06,12.95
2024-05-21,55.88,74.31,16.98,12.17,15.15,12.74
2024-05-22,55.73,74.45,17.65,11.73,14.55,10.96
2024-05-23,55.91,74.36,17.71,11.84,14.72,11.05
2024-05-24,54.63,70.78,17.3,10.93,12.83,10.98
2024-05-28,51.89,69.56,16.68,10.42,12.62,10.84
2024-05-29,52.02,69.93,16.87,10.79,12.81,11.26
2024-05-30,50.51,69.0,16.77,10.75,12.87,11.15
2024-05-31,49.79,68.78,16.8,10.82,13.29,11.18
2024-06-03,50.02,68.75,17.0,10.55,13.43,12.02
2024-06-04,48.76,67.78,15.61,10.31,13.94,12.37
2024-06-05,48.71,67.81,15.96,10.34,14.46,12.47
2024-06-06,47.65,67.43,16.07,10.32,14.48,12.23
2024-06-07,48.14,68.53,19.14,10.41,14.95,13.34
2024-06-10,47.95,68.45,19.32,10.17,14.7,13.51
2024-06-11,48.99,69.76,19.34,10.18,14.51,13.61
2024-06-12,46.49,66.9,18.42,9.19,14.09,13.39
2024-06-13,45.32,67.28,18.41,9.21,14.13,13.82
2024-06-14,45.45,67.28,18.76,8.74,12.04,13.93
2024-06-17,41.81,66.58,18.83,8.41,11.9,14.15
2024-06-18,42.31,66.47,18.62,8.14,12.18,14.31
2024-06-20,42.13,66.1,18.9,8.2,12.06,14.45
2024-06-21,41.89,65.92,19.45,8.32,12.12,14.28
2024-06-24,44.59,67.55,18.92,8.19,12.09,14.27
2024-06-25,43.98,66.18,18.81,8.21,12.11,14.11
2024-06-26,43.04,66.25,18.72,8.24,11.93,14.85
2024-06-27,42.76,65.87,18.86,8.12,11.83,14.81
2024-06-28,36.54,64.76,18.44,7.5,11.39,15.38
2024-07-01,38.55,64.06,18.44,7.48,11.4,16.18
2024-07-02,37.71,62.73,17.71,7.59,11.35,16.24
2024-07-03,32.57,33.39,18.02,7.83,12.13,16.65
2024-07-05,35.84,40.83,18.5,7.95,12.03,16.75
2024-07-08,35.83,41.19,18.07,7.77,11.98,16.76
2024-07-09,36.66,41.37,17.08,7.43,11.78,16.69
2024-07-10,36.42,41.68,17.1,7.73,11.85,16.69
2024-07-11,36.42,40.29,17.59,7.88,11.91,16.26
2024-07-12,36.65,40.41,17.33,7.27,10.89,15.75
2024-07-15,51.47,53.16,17.34,7.2,11.4,16.05
2024-07-16,51.37,53.23,18.03,7.12,10.93,16.4
2024-07-17,51.16,53.36,18.01,8.27,11.87,15.82
2024-07-18,50.5,53.33,17.89,8.73,11.42,15.68
2024-07-19,52.13,53.66,18.49,8.44,10.99,15.64
2024-07-22,52.3,53.77,18.38,8.9,11.16,15.66
2024-07-23,52.46,53.06,14.86,8.82,10.95,14.68
2024-07-24,52.48,54.35,14.76,10.63,11.69,14.9
2024-07-25,51.75,54.53,15.55,10.73,11.71,14.79
2024-07-26,52.48,55.15,15.8,10.91,11.73,14.8
2024-07-29,52.3,54.89,15.58,10.87,11.75,14.25
2024-07-30,52.26,54.98,15.41,10.91,11.81,14.08
2024-07-31,52.7,55.01,16.05,11.75,13.32,14.07
2024-08-01,52.46,55.02,16.11,12.84,14.01,14.05
2024-08-02,55.35,58.06,15.8,13.79,14.56,16.44
2024-08-05,65.3,79.11,15.57,15.64,16.58,16.46
2024-08-06,64.3,78.76,15.77,15.8,16.72,17.89
2024-08-07,63.95,79.33,15.68,15.75,16.86,18.04
2024-08-08,73.26,91.82,15.93,17.05,18.24,17.6
2024-08-09,73.3,91.71,15.68,17.1,18.32,17.77
2024-08-12,73.42,93.01,16.31,17.1,18.34,16.75
2024-08-13,72.64,92.71,16.34,17.7,18.62,15.77
2024-08-14,73.09,92.74,16.59,17.65,18.66,15.74
2024-08-15,72.81,92.71,16.35,18.13,18.44,15.72
2024-08-16,70.99,88.95,17.11,18.09,18.72,15.62
2024-08-19,71.02,89.02,16.62,18.31,18.94,15.64
2024-08-20,70.82,89.07,16.62,18.33,19.04,15.61
2024-08-21,71.51,89.28,16.64,18.15,19.0,15.62
2024-08-22,71.61,89.28,16.42,18.27,19.22,15.84
2024-08-23,73.59,90.76,16.7,18.57,19.84,15.89
2024-08-26,65.1,84.11,16.7,18.6,19.75,15.44
2024-08-27,66.9,86.92,15.75,18.55,19.68,15.04
2024-08-28,66.82,87.59,15.84,18.24,19.19,15.06
2024-08-29,66.86,87.44,15.74,18.04,18.99,14.88
2024-08-30,65.52,86.95,14.9,18.01,18.76,15.15
2024-09-03,65.73,87.42,14.99,18.7,19.5,15.69
2024-09-04,65.57,87.41,14.97,18.7,19.34,15.96
2024-09-05,66.05,87.18,15.04,17.74,18.85,15.48
2024-09-06,66.75,87.72,14.4,18.4,19.59,15.42
2024-09-09,68.32,89.29,14.18,18.32,19.51,15.36
2024-09-10,68.39,89.28,14.17,18.32,19.52,15.39
2024-09-11,68.37,89.34,13.99,18.45,19.59,15.42
2024-09-12,68.28,89.49,13.94,18.01,18.66,15.38
2024-09-13,69.4,90.34,14.07,17.19,17.97,15.26
2024-09-16,68.11,89.94,14.03,16.25,17.43,12.71
2024-09-17,58.63,71.44,13.53,13.92,15.02,12.76
2024-09-18,58.02,71.35,13.51,13.96,15.06,11.45
2024-09-19,57.85,70.69,14.02,14.58,16.04,11.27
2024-09-20,46.16,56.85,13.8,13.68,14.86,11.15
2024-09-23,45.95,56.98,13.81,13.68,14.93,10.9
2024-09-24,45.39,55.24,13.54,13.73,17.66,10.87
2024-09-25,45.46,55.8,13.54,13.3,17.86,11.03
2024-09-26,45.2,55.97,13.17,13.57,20.35,10.9
2024-09-27,44.65,55.36,13.54,12.98,20.27,10.7
2024-09-30,45.92,56.32,12.51,12.97,20.81,10.78
2024-10-01,47.45,58.69,12.73,12.89,20.74,10.89
2024-10-02,47.39,59.09,12.73,12.86,21.16,10.94
2024-10-03,46.2,58.63,12.72,12.91,21.58,11.27
2024-10-04,46.42,59.3,12.09,12.83,21.21,11.46
2024-10-07,42.79,56.91,11.86,12.46,20.88,11.43
2024-10-08,42.44,56.44,12.14,12.41,22.12,11.45
2024-10-09,40.03,51.73,12.29,12.44,22.23,11.53
2024-10-10,39.98,51.05,12.17,12.31,22.1,11.57
2024-10-11,41.23,51.5,12.42,12.41,22.14,11.58
2024-10-14,44.21,56.44,12.18,12.34,22.22,11.23
2024-10-15,43.21,55.02,12.04,11.31,22.34,10.73
2024-10-16,43.2,54.96,12.06,11.26,22.39,10.03
2024-10-17,41.88,53.93,11.98,11.24,22.42,10.68
2024-10-18,39.61,50.4,11.85,9.81,21.64,10.7
2024-10-21,37.37,47.72,11.87,9.73,21.78,11.45
2024-10-22,37.38,48.05,12.09,9.8,21.74,11.14
2024-10-23,37.67,49.39,12.79,10.03,21.84,11.12
2024-10-24,38.08,49.4,12.09,9.79,21.79,11.42
2024-10-25,37.28,49.93,11.87,9.74,21.79,11.35
2024-10-28,37.27,48.79,11.87,9.8,21.8,10.78
2024-10-29,37.56,49.08,11.92,9.79,21.85,10.85
2024-10-30,37.4,49.04,11.53,9.85,22.05,10.59
2024-10-31,38.44,50.56,12.1,9.51,21.35,10.65
2024-11-01,38.66,49.26,11.78,9.52,21.34,11.18
2024-11-04,39.48,49.86,11.78,9.45,21.28,12.36
2024-11-05,39.74,50.0,11.16,9.86,19.22,12.53
2024-11-06,46.65,61.46,14.4,10.36,19.31,14.46
2024-11-07,46.01,63.72,15.07,10.37,17.26,15.04
2024-11-08,46.0,63.69,15.02,10.38,18.61,15.51
2024-11-11,62.36,73.71,16.38,10.38,18.19,15.51
2024-11-12,60.77,72.24,16.25,10.44,18.73,15.71
2024-11-13,60.75,71.47,16.47,10.45,17.6,15.75
2024-11-14,62.44,72.94,16.47,10.44,17.41,15.8
2024-11-15,63.04,72.76,16.47,10.51,17.07,15.5
2024-11-18,63.21,73.07,17.45,10.45,17.27,15.44
2024-11-19,63.08,74.0,17.53,10.46,15.97,15.53
2024-11-20,62.02,73.4,17.51,10.39,15.94,15.49
2024-11-21,62.23,77.35,17.55,10.44,15.9,15.47
2024-11-22,62.07,77.54,17.66,10.33,15.68,15.45
2024-11-25,64.51,74.99,19.69,10.27,15.69,17.31
2024-11-26,64.88,75.51,19.67,9.78,14.63,16.94
2024-11-27,65.53,79.85,19.62,9.73,14.39,17.02
2024-11-29,65.36,80.21,19.71,9.91,14.42,16.68
2024-12-02,65.91,80.21,19.58,9.79,14.11,16.69
2024-12-03,65.48,80.38,19.6,9.67,14.07,16.06
2024-12-04,65.53,81.15,19.32,9.73,14.11,16.33
2024-12-05,65.87,79.67,19.14,9.29,14.23,16.29
2024-12-06,66.06,80.33,18.97,9.28,14.23,16.22
2024-12-09,66.19,82.82,19.22,9.3,15.53,16.37
2024-12-10,65.59,82.76,19.65,9.43,16.12,16.42
2024-12-11,65.85,83.57,19.59,9.6,16.17,16.68
2024-12-12,66.01,83.54,19.91,9.7,16.0,17.04
2024-12-13,64.85,81.11,19.72,8.47,15.9,17.28
2024-12-16,65.09,80.95,19.73,8.44,15.97,16.82
2024-12-17,64.19,79.78,19.73,8.56,15.87,16.19
2024-12-18,67.55,83.61,20.38,11.92,16.55,16.46
2024-12-19,64.29,79.25,18.51,11.36,16.32,15.08
2024-12-20,64.3,77.62,18.13,11.09,14.83,14.69
2024-12-23,65.37,77.76,18.09,11.25,13.34,14.3
2024-12-24,48.54,66.96,16.78,11.53,13.24,14.36
2024-12-26,49.37,67.42,16.69,11.32,12.1,13.76
2024-12-27,49.05,67.2,16.54,11.53,12.02,13.69
2024-12-30,47.99,65.9,16.55,11.83,12.14,13.8
2024-12-31,46.42,65.9,16.61,11.55,12.17,13.86
2025-01-02,47.5,65.97,16.16,11.46,11.66,13.87
2025-01-03,47.31,66.24,16.15,11.84,12.02,13.78
2025-01-06,48.28,66.19,16.07,12.01,12.07,13.8
2025-01-07,49.07,65.86,15.96,12.29,12.22,14.12
2025-01-08,49.36,66.0,15.56,12.24,12.29,14.13
2025-01-10,46.14,65.81,13.18,12.92,13.16,11.59
2025-01-13,45.99,66.44,13.54,12.9,13.24,11.6
2025-01-14,44.67,59.96,13.6,12.95,13.71,11.27
2025-01-15,46.01,63.48,13.54,13.71,14.29,12.1
2025-01-16,45.78,64.39,13.38,13.69,14.23,12.13
2025-01-17,47.64,66.14,13.5,13.93,14.42,12.04
2025-01-21,47.19,64.55,14.15,14.25,14.76,11.88
2025-01-22,47.26,64.87,13.95,14.29,14.62,11.85
2025-01-23,46.29,63.53,13.97,14.38,14.64,11.9
2025-01-24,45.63,60.34,13.82,14.36,13.42,11.9
2025-01-27,46.3,60.99,13.77,14.68,13.64,12.54
2025-01-28,44.42,58.86,13.72,14.66,13.77,12.32
2025-01-29,44.76,58.82,13.01,14.57,13.72,11.89
2025-01-30,44.68,60.46,13.04,14.74,14.62,11.63
2025-01-31,43.2,60.33,13.04,14.85,14.91,11.71
2025-02-03,43.28,69.46,12.96,15.0,15.04,11.96
2025-02-04,41.16,68.35,11.45,12.32,14.31,11.46
2025-02-05,40.65,67.29,11.47,12.36,14.33,11.53
2025-02-06,40.65,67.5,11.39,12.22,14.33,11.45
2025-02-07,39.55,67.63,11.17,12.41,14.26,11.27
2025-02-10,37.68,67.38,11.86,12.39,14.63,11.28
2025-02-11,37.04,66.56,12.0,12.39,14.64,11.45
2025-02-12,37.2,68.69,11.64,12.16,14.61,11.9
2025-02-13,37.08,68.73,11.6,12.06,14.42,12.63
2025-02-14,37.09,69.12,12.79,12.01,14.44,12.58
2025-02-18,36.04,68.11,13.02,11.97,14.45,13.08
2025-02-19,36.01,66.75,12.62,11.73,14.33,13.04
2025-02-20,34.33,66.29,12.57,11.65,14.48,12.98
2025-02-21,31.68,62.8,12.62,12.01,14.3,12.87
2025-02-24,34.3,64.26,12.63,12.16,15.06,12.87
2025-02-25,35.26,64.2,13.37,11.18,13.97,13.39
2025-02-26,37.86,65.65,12.83,11.17,13.84,13.4
2025-02-27,37.2,64.7,13.86,12.16,15.07,13.64
2025-02-28,34.65,60.2,13.99,11.57,15.36,13.25
2025-03-03,35.43,60.2,14.3,12.02,15.61,13.26
2025-03-04,32.35,57.63,14.24,11.96,15.63,13.92
2025-03-05,34.32,58.66,13.7,12.4,17.55,14.04
2025-03-06,33.88,58.53,13.83,13.11,17.69,13.97
2025-03-07,34.98,57.38,13.8,13.17,17.72,13.77
2025-03-10,43.16,66.42,14.07,15.05,19.09,13.99
2025-03-11,46.67,67.62,13.92,14.77,18.39,13.88
2025-03-12,46.93,67.5,13.8,14.74,18.34,14.02
2025-03-13,46.65,67.07,14.42,15.02,18.41,14.17
2025-03-14,48.09,65.86,13.94,16.06,18.51,14.28
2025-03-17,47.92,65.62,13.97,16.3,18.68,14.14
2025-03-18,47.99,57.17,14.21,16.26,18.59,13.99
2025-03-19,49.87,60.13,14.05,16.22,17.98,14.03
2025-03-20,50.44,60.05,14.03,16.16,18.22,13.26
2025-03-21,50.43,59.58,14.28,16.11,18.29,13.39
2025-03-24,52.11,62.46,14.39,16.6,18.31,13.6
2025-03-25,51.99,62.13,13.68,16.41,18.05,13.57
2025-03-26,51.83,62.28,13.62,16.68,18.11,13.57
2025-03-27,51.32,59.71,14.06,16.68,18.1,12.96
2025-03-28,51.94,60.95,13.95,16.87,18.85,12.68
2025-03-31,52.02,60.79,13.5,16.89,18.7,12.9
2025-04-01,52.87,62.97,12.9,16.88,18.63,12.51
2025-04-02,53.3,63.85,12.89,17.0,18.63,12.53
2025-04-03,53.01,63.92,13.1,20.02,19.33,12.55
2025-04-04,52.9,63.82,15.0,26.06,24.9,12.46
2025-04-07,53.36,73.42,16.3,26.1,26.57,15.45
2025-04-08,53.74,74.22,15.86,26.19,26.69,15.56
2025-04-09,57.63,84.38,19.0,37.59,34.02,15.56
2025-04-10,58.53,87.32,19.34,38.31,33.93,17.31
2025-04-11,60.2,87.98,19.64,38.57,35.12,16.94
2025-04-14,60.05,88.44,19.65,38.78,35.15,17.04
2025-04-15,59.99,88.33,19.6,38.74,35.06,16.8
2025-04-16,58.82,87.44,21.33,38.61,33.97,16.78
2025-04-17,58.9,87.49,21.3,38.45,34.05,16.93
2025-04-21,58.68,87.32,22.59,38.58,34.0,17.59
2025-04-22,54.4,86.29,22.94,38.6,33.67,17.36
2025-04-23,52.4,86.03,24.37,38.76,33.75,17.58
2025-04-24,52.37,86.11,24.55,39.1,33.89,17.82
2025-04-25,51.25,85.88,24.61,38.98,33.87,17.76
2025-04-28,50.45,85.59,24.78,38.55,33.43,17.8
2025-04-29,50.56,85.54,25.1,38.47,33.03,17.91
2025-04-30,50.21,85.53,25.17,38.41,33.03,18.06
2025-05-01,48.73,83.64,26.07,38.35,33.01,18.04
2025-05-02,47.6,83.0,26.06,38.64,33.98,18.27
2025-05-05,48.23,83.04,27.07,38.64,34.01,18.27
2025-05-06,47.26,81.16,27.88,38.45,34.02,18.09
2025-05-07,47.25,81.16,28.44,38.45,34.18,18.14
2025-05-08,50.23,102.98,29.22,38.32,34.13,18.33
2025-05-09,50.28,104.3,29.09,38.32,34.16,18.32
2025-05-12,49.01,103.93,30.42,38.53,34.19,17.98
2025-05-13,48.29,104.36,30.2,38.55,34.18,17.69
2025-05-14,47.93,104.62,30.88,38.55,34.22,17.47
2025-05-15,46.56,103.1,31.19,38.55,34.23,17.75
2025-05-16,46.66,103.23,31.36,36.62,33.53,17.7
2025-05-19,46.8,103.26,30.66,31.08,28.62,17.28
2025-05-20,42.81,92.2,30.15,30.82,25.81,15.23
2025-05-21,40.58,89.75,30.17,30.78,25.25,15.07
2025-05-22,34.79,83.52,28.66,18.51,16.85,15.04
2025-05-23,35.21,80.23,28.5,15.68,15.63,12.88
2025-05-27,33.45,80.85,28.55,15.67,13.5,13.45
2025-05-28,33.92,80.76,28.49,15.67,13.57,13.3
2025-05-29,34.5,80.66,28.5,15.66,13.52,13.56
2025-05-30,35.16,82.06,26.96,14.68,13.57,13.45
2025-06-02,35.29,82.03,28.02,14.72,13.56,13.48
2025-06-03,34.74,82.11,26.64,13.46,13.53,12.51
2025-06-04,29.67,77.1,26.39,12.32,13.34,13.29
2025-06-05,31.27,81.16,25.44,12.19,13.12,12.98
2025-06-06,32.09,80.88,25.41,11.42,12.85,13.08
2025-06-09,35.55,83.38,25.25,11.4,12.9,12.87
2025-06-10,35.58,83.93,24.9,11.41,12.92,12.81
2025-06-11,35.85,84.27,24.78,11.45,12.92,12.56
2025-06-12,36.89,85.88,24.9,11.43,12.93,12.95
2025-06-13,36.4,86.65,24.25,12.15,14.02,13.15
2025-06-16,36.41,86.97,24.71,11.5,12.04,13.11
2025-06-17,36.3,86.95,23.22,11.97,12.68,13.54
2025-06-18,35.89,86.87,21.77,11.77,12.59,13.51
2025-06-20,36.27,88.44,21.33,11.91,12.19,13.45
2025-06-23,31.83,63.0,20.51,12.08,12.31,13.09
2025-06-24,31.83,60.51,20.95,12.52,14.09,13.25
2025-06-25,31.98,57.66,19.18,10.65,12.89,12.94
2025-06-26,31.83,53.22,19.16,10.78,12.96,12.92
2025-06-27,31.76,52.79,18.89,10.81,12.96,12.9
2025-06-30,31.76,52.94,18.65,10.79,12.95,12.96
2025-07-01,32.03,53.75,18.38,10.76,12.93,12.96
2025-07-02,32.64,57.45,18.1,10.78,12.95,13.09
2025-07-03,32.55,57.47,17.48,10.82,12.94,13.08
2025-07-07,31.82,57.68,17.36,10.45,13.72,12.34
2025-07-08,31.4,56.85,17.43,10.42,13.69,12.29
2025-07-09,29.82,57.18,16.24,10.36,13.72,12.6
2025-07-10,31.8,58.23,15.47,9.39,13.66,12.01
2025-07-11,31.7,58.23,15.69,9.24,13.62,12.65
2025-07-14,31.27,57.99,15.65,9.22,13.61,12.39
2025-07-15,31.37,57.37,15.57,9.31,13.01,12.55
2025-07-16,31.13,60.16,13.54,9.18,12.95,12.25
2025-07-17,31.03,60.32,13.31,9.21,12.98,12.24
2025-07-18,31.18,60.38,13.2,9.22,12.72,11.27
2025-07-21,29.58,56.4,13.86,9.14,12.75,11.58
2025-07-22,29.23,56.59,13.45,8.96,12.75,11.06
2025-07-23,25.08,54.32,13.97,9.45,12.83,11.2
2025-07-24,25.12,53.19,14.11,9.47,12.97,11.12
2025-07-25,24.76,52.73,14.29,9.43,13.02,11.23
2025-07-28,23.28,50.16,13.9,9.57,13.23,10.83
2025-07-29,23.3,48.86,13.32,8.82,12.2,11.56
2025-07-30,23.31,48.2,13.61,8.68,12.06,11.25
2025-07-31,23.06,49.27,13.79,8.2,11.48,10.71
2025-08-01,24.14,53.24,15.02,9.17,11.75,11.44
2025-08-04,23.81,52.62,15.12,9.79,11.86,11.43
2025-08-05,23.4,54.09,15.09,9.62,11.7,11.43
